Book|Page|Subject|Predicate|Object
Game Of Thrones|483|Khal Drogo|is in|corruption
Game Of Thrones|483|Khal Drogo|commands|men
Game Of Thrones|483|Khal Drogo|was|good
Game Of Thrones|483|Khal Drogo|is|strong
Game Of Thrones|483|Khal Drogo|has a|son
Game Of Thrones|483|Khal Drogo|is|prophesied
Game Of Thrones|484|Mirri Maz Duur|is a|slave
Game Of Thrones|485|Mirri Maz Duur|teaches|death magic
Game Of Thrones|488|Aggo|arrowed|Cohollo
Game Of Thrones|488|Cohollo|killed by|Aggo's arrow
Game Of Thrones|488|Dany|saw|the Dothraki stealing silently back to their tents
Game Of Thrones|488|Dany|heard|the sound of Mirri Maz Duur's voice
Game Of Thrones|488|Dany|saw|Ser Jorah lifting her off her feet
Game Of Thrones|488|Dany|saw|that half his ear was gone
Game Of Thrones|489|Irri|knows the secrets of|birthing bed
Game Of Thrones|489|Mirri Maz Duur|carries|Irri
Game Of Thrones|490|Arya|caught|pigeon
Game Of Thrones|490|Arya|twisted|neck of pigeon
Game Of Thrones|490|Arya|found|lemon tarts
Game Of Thrones|490|Arya|snatched|tart
Game Of Thrones|490|Arya|ran|gold cloaks
Game Of Thrones|490|pigeon|flapped|Arya
Game Of Thrones|492|Arya Stark|walks around with|cloak
Game Of Thrones|492|Arya Stark|carries|wooden sword
Game Of Thrones|492|Arya Stark|is a|thief
Game Of Thrones|492|Arya Stark|has learned to keep to the center of|street
Game Of Thrones|492|Arya Stark|could di g for roots in|forest
Game Of Thrones|492|Arya Stark|is a|thief)
Game Of Thrones|493|Arya|cried|tears
Game Of Thrones|493|Arya|showed|pigeon
Game Of Thrones|493|Arya|ran|Flea Bottom
Game Of Thrones|493|guardsmen of Winterfell|walked|riverfront
Game Of Thrones|493|Wind Witch|waited|Arya
Game Of Thrones|493|longshoreman|spoke|Wind Witch
Game Of Thrones|493|guardsmen|looked|Arya
Game Of Thrones|493|guardsmen|called out|boy
Game Of Thrones|493|guardsmen|said|get out of here
Game Of Thrones|493|street of Flour|wanted|cry again
Game Of Thrones|494|Fat man from pot shop|called from|pot -shop
Game Of Thrones|494|Naked man|slid arms around her from behind|biting neck and rubbing breasts
Game Of Thrones|494|Arya|shouted|Where you going?
Game Of Thrones|494|Boy|carried by Gold Cloaks to sept to have head chopped off|Buu says
Game Of Thrones|495|Arya|climbed on|Baelor the Blessed
Game Of Thrones|495|Lord Eddard|stood on|High Septon's pulpit
Game Of Thrones|495|Joffrey|was prominent among|knights and high lords
Game Of Thrones|496|King Joffrey|ordered|Lord Eddard Stark to take the black
Game Of Thrones|498|Arya|is the number 1 producer of|not a smart boy
Game Of Thrones|498|Arya|was trailing along beside|Yoren
Game Of Thrones|498|Arya|did not recall him finding|Needle
Game Of Thrones|498|Yoren|is a|boy
Game Of Thrones|499|Bran|watched from the balcony of Maester Luwin's turret|the old knight Ser Rodrik
Game Of Thrones|499|Maester Luwin|peering through his big Myrish lens tube|measuring shadows and noting the position of the comet that hung low in the morning sky
Game Of Thrones|500|Luwin|is a|maester
Game Of Thrones|500|Bran|is a|child
Game Of Thrones|500|Osha|is a|wildling woman
Game Of Thrones|500|Robb|is a|sibling to Jon and Bran
Game Of Thrones|501|Jon Stark|drove out sea raiders|east
Game Of Thrones|501|Rickard Stark|took Neck from Marsh King|married daughter of
Game Of Thrones|501|Theon Stark|‘Hungry Wolf’|always at war
Game Of Thrones|501|Brandon the Shipwright|dreamy face|empty tomb
Game Of Thrones|501|Rodrik Stark|wrestled Bear Island|gave to Mormonts
Game Of Thrones|501|Torrhen Stark|King Who Knelt|first Lord of Winterfell
Game Of Thrones|501|Cregan Stark|fought Prince Aemon|Dragonknight said never faced finer swordsman
Game Of Thrones|502|Osha|is|Maester Luwin's assistant
Game Of Thrones|502|Luwin|is in charge of|Bran's training
Game Of Thrones|502|Rickon|allowed his father's direwolf|Shaggydog to roam free and fight with a shadow wolf
Game Of Thrones|503|Maester Luwin|is a|maester
Game Of Thrones|503|Maester Luwin|has a|tear streaming down his face
Game Of Thrones|503|Luwin|has a|wound
Game Of Thrones|503|Bran|is too young to comprehend|dreams
Game Of Thrones|503|Osha poured|pale red firemilk into|long gash
Game Of Thrones|504|children of the forest|hunted with|weirwood bows
Game Of Thrones|504|First Men|appeared from|east
Game Of Thrones|504|greenseers|carved strange faces in|weirwoods
Game Of Thrones|505|Pact|began four thousand years of friendship between|men and children
Game Of Thrones|505|Bran|fist curled around|shiny black arrowhead
Game Of Thrones|506|Rickon|is crying|arrowheads
Game Of Thrones|506|Bran|hugging|Rickon
Game Of Thrones|506|Bran|holding|harder
Game Of Thrones|506|Maester Luwin|looking at|raven
Game Of Thrones|506|Luwin|unrolling|paper
Game Of Thrones|506|Luwin|looking up at|brothers
Game Of Thrones|506|Luwin|need to find|stonecarver
Game Of Thrones|506|Osha|putting|hand
Game Of Thrones|507|Sansa|is a|princess
Game Of Thrones|507|Sansa|was the daughter of|Eddard Stark
Game Of Thrones|507|Sansa|is the sister of|Robb Stark
Game Of Thrones|507|Sansa|is the sister of|Sansa
Game Of Thrones|507|Sansa|was betrayed by|Joffrey Baratheon
Game Of Thrones|507|Sansa|is a victim of|torture
Game Of Thrones|509|Sansa Stark|is wearing|green silk gown
Game Of Thrones|510|Joffrey|is the number 1 producer of|justice
Game Of Thrones|511|Sansa Stark|is|traitor
Game Of Thrones|511|Sansa Stark|has her flowering at|twelve or thirteen
Game Of Thrones|511|Sansa Stark|will have a child with|Joffrey Baratheon
Game Of Thrones|512|Sansa|was saved by|Ser Meryn
Game Of Thrones|512|Joffrey|marched down the wallwalk past|a dozen more heads
Game Of Thrones|513|Sansa|has a|broken lip
Game Of Thrones|513|Sansa|made herself|smile
Game Of Thrones|513|Sandsa|told herself|it wouldn't even matter if she went over with him.
Game Of Thrones|513|Sandor Clegane|dabbed at the blood|welling from Sansa's broken lip.
Game Of Thrones|515|Daenerys Targaryen|can fly|wings
Game Of Thrones|515|Daenerys Targaryen|flew|dragon
Game Of Thrones|515|Daenerys Targaryen|wants to sleep|dragon eggs
Game Of Thrones|516|Dany|requested|water
Game Of Thrones|516|Dany|remembered|Khal Drogo
Game Of Thrones|517|Khaleesi|had known|Rhaego
Game Of Thrones|517|Khaleesi|knew|since she woke the first time to Jhiqui's tears
Game Of Thrones|517|Ser Jorah|came here|to tell Dany how her child died
Game Of Thrones|517|Ser Jorah|took Dany's hand|placed it on the black egg with the scarlet swirls
Game Of Thrones|517|Ser Jorah|felt shell|hard as rock
Game Of Thrones|518|Dany|was a|princess
Game Of Thrones|518|Ser Jorah|sees|shadows
Game Of Thrones|518|Ser Jorah|tells|Dany
Game Of Thrones|518|Mirri|tells|Dany
Game Of Thrones|518|Khal Drogo|has a khalasar|of horsemen
Game Of Thrones|519|Dany|is|Daenerys Stormhorn
Game Of Thrones|519|Dany|is of House|Targaryen
Game Of Thrones|519|Dany|is the daughter of|Aegon the Conqueror
Game Of Thrones|519|Dany|is the daughter of|Maegor the Cruel
Game Of Thrones|519|Dany|is a|dragon’s daughter
Game Of Thrones|519|Khal Jhaqo|is now|Khal
Game Of Thrones|519|Jhogo|is a|bloodrider
Game Of Thrones|519|Jhogo|mounted Dany|high and low
Game Of Thrones|520|Dany|called out for|men
Game Of Thrones|520|Dany|bathed|Drogo
Game Of Thrones|521|Dany|bathes|Drogo with tears
Game Of Thrones|521|Dany|knows|sun -andstars will return when her womb quickens again and she bears a living child
Game Of Thrones|521|Drogo|is truly lost to|Dany
Game Of Thrones|522|Tyrion|goes to|Riverrun
Game Of Thrones|522|Tywin Lannister|had set a grueling pace|and it had taken its toll.
Game Of Thrones|523|Tywin Lannister|is a|Lord
Game Of Thrones|524|Lord Blackwood|made off with|Ser Edmure Tully
Game Of Thrones|525|Joffrey|is a|boy
Game Of Thrones|525|Tyrion|has not yet married|a whore
Game Of Thrones|525|Tyrion|is wondering|how Lord Tywin would look if he flung the cup in his face
Game Of Thrones|525|Renly Baratheon|wed|Margaery Tyrell
Game Of Thrones|525|King Joffrey|fears|to march against Renly himself
Game Of Thrones|526|Tywin Lannister|has thoughts about|Jaime Lannister
Game Of Thrones|526|Tywin Lannister|thinks of|Arryns
Game Of Thrones|526|Tywin Lannister|considers|Renly Baratheon
Game Of Thrones|526|Tywin Lannister|considers|Stannis Baratheon
Game Of Thrones|526|Tywin Lannister|considers|Harrenhal
Game Of Thrones|528|Tyrion|is a|dwarf
Game Of Thrones|528|Tyrion|sat alone in|common room
Game Of Thrones|528|Tyrion|could see the gibbet his father had erected in|yard
Game Of Thrones|531|Jon Snow|rode through|Mole's Town
Game Of Thrones|532|Jon Snow|is a|character in George R.R Martin's A Song of Ice and Fire novel
Game Of Thrones|532|Jon Snow|leads|mare
Game Of Thrones|532|Jon Snow|is down to the core of an apple when he hears|hooves
Game Of Thrones|532|Jon Snow|leads|mare off the road
Game Of Thrones|532|Ghost|is too smart to attack|bears
Game Of Thrones|533|Jon|belongs to|Ghost
Game Of Thrones|533|Ghost|is a|direwolf
Game Of Thrones|533|Halder|has a signal for|his group
Game Of Thrones|533|Pyp|wants to take|Jon back where he belongs
Game Of Thrones|534|Pyp|said|Jon cursed them all to their faces.
Game Of Thrones|534|Unknown|wants|revenge
Game Of Thrones|536|Mormont|is a|lord
Game Of Thrones|536|Mormont|was a|ranger
Game Of Thrones|537|Jon|is a|brother of the Night’s Watch
Game Of Thrones|538|Catelyn Stark|is in|Riverrun
Game Of Thrones|538|Catelyn Stark|sat in|bow with Grey Wind
Game Of Thrones|538|Robb Stark|is in|Riverrun
Game Of Thrones|538|Theon Greyjoy|was in|Riverrun
Game Of Thrones|538|Brynden Tully|is behind in|second boat
Game Of Thrones|538|Lord Karstark|is behind in|second boat
Game Of Thrones|538|The Greatjon|is with|Robb Stark
Game Of Thrones|539|Edmure|came down|steps
Game Of Thrones|539|Edmure|escorted|Catelyn
Game Of Thrones|539|Edmure|forbade|it
Game Of Thrones|539|Catelyn|said when|they broke apart
Game Of Thrones|539|Catelyn|finished|hard
Game Of Thrones|539|Hoster Tully|seemed|shrunken
Game Of Thrones|540|Catelyn|took|her father's hand
Game Of Thrones|540|Catelyn|said|fiercely proud
Game Of Thrones|540|Catelyn|kissed|Lord Hoster's brow
Game Of Thrones|540|Catelyn|asked|"""Robb will be waiting."""
Game Of Thrones|540|Her father|whispered|"""The Blackfish..."""
Game Of Thrones|541|Catelyn|thought sadly|“He has not wed”
Game Of Thrones|542|Catelyn Stark|keeps the old gods|her family
Game Of Thrones|542|Robb Stark|rides amongst these trees|his father taught
Game Of Thrones|542|Karyl Vance|is a lord now|his father dead
Game Of Thrones|543|Robb Stark|is|king
Game Of Thrones|543|Robb Stark|is in|Northern Ireland
Game Of Thrones|545|Renly Baratheon|is nothing to me|nor Stannis either
Game Of Thrones|547|Aggo|fed|horse
Game Of Thrones|547|Mirri Maz Duur|spoke to|Dany
Game Of Thrones|547|Dany|built|platform
Game Of Thrones|547|Jhogo|took whip to|Dany
Game Of Thrones|547|Khal Drogo's treasures|piled with|Khal Drogo's treasures
Game Of Thrones|548|Dany|gave|silver -handled whip
Game Of Thrones|548|Dany|gave|dragonbone bow
Game Of Thrones|548|Dany|asked for oath from|Jhogo and Rakharo to live and die as blood of her blood
Game Of Thrones|548|Jhogo|took|silver -handled whip
Game Of Thrones|548|Jhogo|lived and died as blood of|Dany's blood
Game Of Thrones|548|Aggo|accepted|dragonbone bow
Game Of Thrones|548|Aggo|lived and died as blood of|Dany's blood
Game Of Thrones|548|Rakharo|took|great arakh
Game Of Thrones|549|Dany|braided|hair
Game Of Thrones|549|Dany|dressed|horsehair leggings
Game Of Thrones|550|Dany|is a|queen
Game Of Thrones|550|Dany|kissed|Drogo for the last time
Game Of Thrones|550|Dany|saw|first star
Game Of Thrones|552|Daenerys Stormborn|is a|daughter of dragons
Game Of Thrones|552|Daenerys Stormborn|is a|bride of dragons
Game Of Thrones|552|Daenerys Stormborn|is a|mother of dragons
A Clash Of Kings|10|Cressen|is a|maester
A Clash Of Kings|10|Stannis|is a|brother of
A Clash Of Kings|12|Stannis|is|Lord of the Seven Kingdoms
A Clash Of Kings|13|Cressen|was a maester in|Storm's End
A Clash Of Kings|13|Cressen|has fears about|Renly
A Clash Of Kings|13|Stannis Baratheon|is the Lord of|Dragnestone
A Clash Of Kings|13|Stannis Baratheon|is the Lord of|Dragonstone
A Clash Of Kings|13|Lady Selyse|is the wife of|Stannis Baratheon
A Clash Of Kings|13|Robert Arry|was the son of|Lord Steffon
A Clash Of Kings|13|Melisandre of Asshai|is the priestess to|R'hllor
A Clash Of Kings|14|Cressen|is a|maester
A Clash Of Kings|14|maester|knows how to heal|and how to kill
A Clash Of Kings|14|maester|is summoned for|feast
A Clash Of Kings|14|maester|is near|salt
A Clash Of Kings|14|maester|has a|headache
A Clash Of Kings|15|Cressen|owned|no hollow rings
A Clash Of Kings|15|Cressen|secreted|strangler seeds
A Clash Of Kings|15|Cressen|called|Pylos
A Clash Of Kings|15|Cressen|climbed|dragon's maw
A Clash Of Kings|15|Cressen|knocked|cane out
A Clash Of Kings|16|Melisandre|wears|red head
A Clash Of Kings|16|Melisandre|is a|clever fool
A Clash Of Kings|16|Melisandre|is a|foolish wise man
A Clash Of Kings|16|Cressen|is a|maester of the Citadel
A Clash Of Kings|16|Lord Celtigar|wears|red crabs
A Clash Of Kings|16|Lord Velaryon|wears|sea-green silk
A Clash Of Kings|16|Lord Bar Emmon|wears|purple velvet
A Clash Of Kings|16|Lord Sunglass|wears|moonstones
A Clash Of Kings|17|Lord Stannis|has a claim|to the Iron Throne
A Clash Of Kings|17|Lord Stannis|is father of|Patchface
A Clash Of Kings|17|Lord Stannis|is married to|Lady Selyse
A Clash Of Kings|17|Lady Selyse|is from|Braavos
A Clash Of Kings|17|Lady Selyse|is mother of|Baela
A Clash Of Kings|17|Stannis Baratheon|is father of|Jon Snow
A Clash Of Kings|17|Stannis Baratheon|is a member of|Brotherhood Without Banners
A Clash Of Kings|17|Maester Cressen|is working for|Ravens
A Clash Of Kings|17|Maester Cressen|is working for|Stannis Baratheon
A Clash Of Kings|17|Maester Cressen|is an advisor to|Melisandre
A Clash Of Kings|17|Maester Cressen|is working for|Lord Stannis
A Clash Of Kings|17|Ser Davos Seaworth|is seated at|Lord Stannis’ right hand
A Clash Of Kings|17|Ser Davos Seaworth|has a claim|to the Iron Throne
A Clash Of Kings|18|Cressen|thinks|despairing
A Clash Of Kings|19|Cressen|is a|maester of the Citadel
A Clash Of Kings|20|Arya|was called|""" Arya Horseface """
A Clash Of Kings|20|Arya|was named|“ Lumpyhead”
A Clash Of Kings|20|Arya|decided to wish for Winterfell instead|as Sansa was still in the city
A Clash Of Kings|20|Yoren|told her she would be|Arry the orphan boy
A Clash Of Kings|20|Yoren|told her to make water in woods|alone
A Clash Of Kings|22|Hot Pie|tried to kill|Arry
A Clash Of Kings|23|Yoren|was set to leave|wagons bought and loaded
A Clash Of Kings|24|She|yearned to see|mother again
A Clash Of Kings|24|she|her|sister
A Clash Of Kings|25|Sansa|watches|comet
A Clash Of Kings|25|Sansa|wears|gown of pale purple silk
A Clash Of Kings|25|Sansa|wore|moonstone hair net as gift from Joffrey
A Clash Of Kings|25|Sansa|let him lead|from her chamber
A Clash Of Kings|25|Aegon the Dragon|sat|castle built by his son
A Clash Of Kings|25|Joffrey|sits|throne
A Clash Of Kings|25|Joffrey|commands|Ser Boros to beat Sansa
A Clash Of Kings|25|Joffrey|ordered|Ser Meryn and Ser Mandon
A Clash Of Kings|25|Joffrey|used|Ser Preston for punishments
A Clash Of Kings|25|Joffrey|used|Hound for punishments
A Clash Of Kings|25|King Joffrey’s Comet|sent to herald|Joffrey’s ascent to throne
A Clash Of Kings|25|Ser Arys|offered|arm to Sansa
A Clash Of Kings|26|Sansa|is attending|tournament
A Clash Of Kings|26|Ser Arys|is a|knight
A Clash Of Kings|27|Tommen|is|8
A Clash Of Kings|27|Sansa|would have given anything to be with|him
A Clash Of Kings|27|Joffrey|clad in|gilded breastplate
A Clash Of Kings|27|Joffrey|studied|Sansa
A Clash Of Kings|27|Joffrey|decided|to play the gallant
A Clash Of Kings|27|Joffrey|commanded|"""Have you heard? The Beggar King is dead."""
A Clash Of Kings|27|Joffrey|frowns|at mother's decision to not let him enter tournament
A Clash Of Kings|27|Joffrey|laughed|at Sansa's plea for him to enter the lists
A Clash Of Kings|27|Joffrey|studied|Sansa from head to heels
A Clash Of Kings|27|Viserys|is|the last son of Mad King Aerys
A Clash Of Kings|29|King Joffrey Baratheon|has a look in his eyes that Sansa remembered well|the same look he had at the Great Sept of Baelor the day he pronounced death on Lord Eddard Stark
A Clash Of Kings|30|Joffrey|is|king
A Clash Of Kings|31|Tommen|is riding|pony
A Clash Of Kings|31|Prince Tommen|rode|quintain
A Clash Of Kings|31|Tyrion Lannister|rode|tall red horse in a strange high saddle that cradled him back and front
A Clash Of Kings|32|Sansa|remembered from|when he had visited Winterfell
A Clash Of Kings|32|Tommen|put his spurs into his pony and galloped headlong across the yard|shouting with glee
A Clash Of Kings|33|Sansa|was left with|dwarf and his monsters
A Clash Of Kings|34|Tywin Lannister|is the father of|Tyrion
A Clash Of Kings|34|Tyrion|delivers a letter from his father|Lord Tywin Lannister
A Clash Of Kings|35|Tyrion|is the Hand of|King Joffrey
A Clash Of Kings|35|Slynt|is a|gold cloak
A Clash Of Kings|37|Jeffrey|pardoned|Eddard Stark
A Clash Of Kings|37|Jeffrey|believed to have given|bad counsel
A Clash Of Kings|37|Eddard Stark|was plotting with|Renly
A Clash Of Kings|37|Renly|offered the throne to|Lord Stannis
A Clash Of Kings|37|Sansa|told Cersei about|father's plans
A Clash Of Kings|38|Tyrion Lannister|is the King’s Hand for|Cersei
A Clash Of Kings|38|Cersei Lannister|sent|Tyrion Lannister
